"Id","Avg_Very_Active_Minutes","Avg_Fairly_Active_Minutes","Avg_Lightly_Active_Minutes","Avg_Sedentary_Minutes"
1503960366,38.70967741935484,19.161290322580644,219.93548387096774,848.1612903225806
1624580081,8.67741935483871,5.806451612903226,153.48387096774192,1257.741935483871
1644430081,9.566666666666666,21.366666666666667,178.46666666666667,1161.8666666666666
1844505072,0.12903225806451613,1.2903225806451613,115.45161290322581,1206.6129032258063
1927972279,1.3225806451612903,0.7741935483870968,38.58064516129032,1317.4193548387098
2022484408,36.29032258064516,19.35483870967742,257.4516129032258,1112.5806451612902
2026352035,0.0967741935483871,0.25806451612903225,256.64516129032256,689.4193548387096
2320127002,1.3548387096774193,2.5806451612903225,198.19354838709677,1220.0967741935483
2347167796,13.5,20.555555555555557,252.5,687.1666666666666
2873212765,14.096774193548388,6.129032258064516,308.0,1097.1935483870968
3372868164,9.15,4.1,327.9,1077.55
3977333714,18.9,61.266666666666666,174.76666666666668,707.5333333333333
4020332650,5.193548387096774,5.354838709677419,76.93548387096774,1237.258064516129
4057192912,0.75,1.5,103.0,1217.25
4319703577,3.5806451612903225,12.32258064516129,228.7741935483871,735.8064516129032
4388161847,23.161290322580644,20.35483870967742,229.3548387096774,836.6774193548387
4445114986,6.612903225806452,1.7419354838709677,209.09677419354838,829.9032258064516
4558609924,10.387096774193548,13.709677419354838,284.96774193548384,1093.6129032258063
4702921684,5.129032258064516,26.032258064516128,237.48387096774192,766.4193548387096
5553957443,23.419354838709676,13.0,206.19354838709677,668.3548387096774
5577150313,87.33333333333333,29.833333333333332,147.93333333333334,754.4333333333333
6117666160,1.5714285714285714,2.0357142857142856,288.35714285714283,796.2857142857143
6290855005,2.7586206896551726,3.793103448275862,227.44827586206895,1193.0344827586207
6775888955,11.0,14.807692307692308,40.15384615384615,1299.423076923077
6962181067,22.806451612903224,18.516129032258064,245.80645161290323,662.3225806451613
7007744171,31.03846153846154,16.26923076923077,280.7307692307692,1055.3461538461538
7086361926,42.58064516129032,25.35483870967742,143.83870967741936,850.4516129032259
8053475328,85.16129032258064,9.580645161290322,150.96774193548387,1148.0
8253242879,20.526315789473685,14.31578947368421,116.89473684210526,1287.3684210526317
8378563200,58.67741935483871,10.258064516129032,156.09677419354838,716.1290322580645
8583815059,9.67741935483871,22.193548387096776,138.29032258064515,1267.225806451613
8792009665,0.9655172413793104,4.0344827586206895,91.79310344827586,1060.4827586206898
8877689391,66.06451612903226,9.935483870967742,234.70967741935485,1112.8709677419354
